id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1314243929743781894,1314243929743781894,2020-10-08 12:39:04 Eastern Daylight Time,2020-10-08,12:39:04,-0400,99425931,electcraigblair,Craig Blair,,"Under a public option,  https://t.co/aF17NAAtbS. employers and employees both lose | Opinion |  https://t.co/AHU220lsbV  https://t.co/lZfKI4L4LR",en,[],"['http://W.Va', 'http://bdtonline.com', 'https://www.bdtonline.com/opinion/under-a-public-option-w-va-employers-and-employees-both-lose/article_f8a2753c-fe04-11ea-aae1-9bfab5b577c0.html']",[],0,0,1,[],[],https://twitter.com/ElectCraigBlair/status/1314243929743781894,False,,0,,,,,,,,[],,,,
